"name","asset_tag","serial_number","location","location.city","u_building","u_room","u_floor","po_number","u_retired_date","u_last_rounded_date","u_device_rounding","u_department_location","location.u_deskside_assignment_group","model_id"
"LD1000296","HSS-8096483","PF5SRQ54","VIHA-CVCHC-Comox Valley Community Health Centre-Main Building-1st Floor","Courtenay","941-A England Ave.","Staff Room - WFH Madison Humphrey","","ISLHTRP20251117-002","","","Excluded","","NTT-Deskside Services-NorthIsland-Local","LENOVO THINKPAD T14"
"LD028804","HSS-8090351","8H6TQW3","VIHA-CIHN-Courtenay Integrated Health Networks","Courtenay","","8","","VIHATRP20241007-015","","","General Rounding","","NTT-Deskside Services-NorthIsland-Local","Dell LATITUDE 7440 V7"
"LD071553","HSS-8099252","PF62GFGA","VIHA-CVHCC-Comox Valley Home & Community Care-Main Building-1st Floor","Courtenay","","","","ISLHTRP20260622-087","","","","","NTT-Deskside Services-NorthIsland-Local","LENOVO THINKPAD T14 GEN6 NT FPR 2x1"
"LD103042","HSS-1048324","CDM3WH3","VIHA-CVCHC-Comox Valley Community Health Centre","Courtenay","Home Support Building","WFH - Kyla Toomer","1","REQ1516837-RITM1600182-SCTASK2568672","","","Excluded","","NTT-Deskside Services-NorthIsland-Local","Dell LATITUDE 7450 V4"
"LD036294","HSS-8087454","JK5TCW3","VIHA-CVH-Comox Valley Hospital-Main Building-2nd Floor","Courtenay","Main Building","WFH","2","VIHATRP20240610-016","","","Excluded","","NTT-Deskside Services-NorthIsland-Staffed","Dell LATITUDE 7440 V7"
"LD064928","HSS-1044741","B0Q2QV3","VIHA-CVH-Comox Valley Hospital","Courtenay","","","","REQ1148475-RITM1209188-SCTASK1944027","","","General Rounding","","NTT-Deskside Services-NorthIsland-Staffed","DELL LATITUDE 7440 V2"
"LD069123","HSS-1039341","6HJ9LN3","VIHA-CVCHC-Comox Valley Community Health Centre","Courtenay","Main Building","Float laptop","1","REQ2003296-RITM2115854-SCTASK3395684","","","General Rounding","","NTT-Deskside Services-NorthIsland-Local","Dell LATITUDE 7420 V3"
"LD091860","HSS-1110961","HP6VCW3","VIHA-CFA-Courtenay Fitzgerald Avenue","Courtenay","200 - 635 Fitzgerald Ave","Room 7","2","REQ1723252-RITM1818645-SCTASK2927473","","","General Rounding","","NTT-Deskside Services-NorthIsland-Local","Dell LATITUDE 7440 V7"
"LD061356","HSS-8099212","SD00PFYV","VIHA-CCA-Courtenay Cliffe Avenue-Main Building-1st Floor","Courtenay","Main Building","104Home Supports for Community Living (HSCL) building beside the MHSU building. Suite 104","1","ISLHTRP20260622-083","","","General Rounding","","NTT-Deskside Services-NorthIsland-Local","LENOVO THINKPAD T14 GEN6 NT FPR 2x1"
"LD029134","HSS-8087518","GMDVCW3","VIHA-CVHCC-Comox Valley Home & Community Care","Courtenay","","111","1","VIHATRP20240610-080","","","General Rounding","","NTT-Deskside Services-NorthIsland-Local","Dell LATITUDE 7440 V7"
"LD031747","HSS-8059284","7F8C3J3","VIHA-CCA-Courtenay Cliffe Avenue-Main Building-1st Floor","Courtenay","Main Building","38","1","VIHATRP20220620-010","","03/25/2024","General Rounding","","NTT-Deskside Services-NorthIsland-Local","Dell LATITUDE 7420 V3"
"LD059173","HSS-8099191","SD00PJ60","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor","Courtenay","Main Building","CV1705 (loaned to ER CV1925) - in cupboard","1","ISLHTRP20260622-062","","","General Rounding","","NTT-Deskside Services-NorthIsland-Staffed","LENOVO THINKPAD T14 GEN6 NT FPR 2x1"
"LD026103","HSS-1014530","PC0SFLVL","VIHA-CVHCC-Comox Valley Home & Community Care-Main Building-1st Floor","Courtenay","Main Building","128","1","","","04/23/2024","General Rounding","","NTT-Deskside Services-NorthIsland-Local","LENOVO THINKPAD T470S V2"
"LD056921","HSS-8094182","CN0JX64","VIHA-CCA-Courtenay Cliffe Avenue","Courtenay","Main Building","C111","1st Floor","ISLHTRP20250804-002","","","General Rounding","","NTT-Deskside Services-NorthIsland-Local","Dell Latitude 7450"
"LD033785","HSS-8087440","HVVQCW3","VIHA-CVH-Comox Valley Hospital","Courtenay","","WFH","","VIHATRP20240610-002","","","Excluded","","NTT-Deskside Services-NorthIsland-Staffed","Dell LATITUDE 7440 V7"
"LD034516","HSS-8085047","5Y7XCW3","VIHA-SJC-St. Joseph's Campus-Main Building-3rd Floor","Comox","Main Building","327","3","VIHATRP20240101-045","","06/05/2025","General Rounding","","NTT-Deskside Services-NorthIsland-Local","Dell LATITUDE 7440 V7"
"AO800172","HSS-8097005","C25318M276","VIHA-CVH-Comox Valley Hospital-Main Building-2nd Floor","Courtenay","Main Building","","2","ISLHTRP20260105-085","","","Mobile Cart","","NTT-Deskside Services-NorthIsland-Staffed","TANGENT MEDIX 22B V20"
"LD055611","HSS-8094541","3V5MR54","VIHA-CIHN-Courtenay Integrated Health Networks","Courtenay","Main Building","235","0th Floor","ISLHTRP20250721-051","","","General Rounding","","NTT-Deskside Services-NorthIsland-Local","Dell LATITUDE 7450 V4"
"LD061732","HSS-1036536","4P24NN3","VIHA-CVNC-Comox Valley Nursing Centre-Main Building-1st Floor","Courtenay","Main Building","WFH","1","REQ0610786-RITM0641591-SCTASK1079594","","","Excluded","","NTT-Deskside Services-NorthIsland-Local","Dell LATITUDE 7420 V3"
"TD030988LER","HSS-1022177","R90XJJS1","VIHA-SJC-St. Joseph's Campus-38 Wing-2nd Floor","Comox","Main Building","204 WFH (Stacey Wright)","2","REQ0090263-RITM0093496-SCTASK0135119","","","Excluded","","NTT-Deskside Services-NorthIsland-Local","LENOVO THINKPAD YOGA X390"
"PC023479","HSS-1010791","MJ04JL81","VIHA-CIHN-Courtenay Integrated Health Networks-Main Building-3rd Floor","Courtenay","Main Building","NEEDS UPDATE","3","","","","General Rounding","","NTT-Deskside Services-NorthIsland-Local","LENOVO THINKCENTRE M900"
"LD100006","HSS-1037829","JL2KLN3","VIHA-SJC-St. Joseph's Campus-38 Wing-3rd Floor","Comox","Main Building","321 (WFH)","3","REQ0701134-RITM0736539-SCTASK1159513","","","Excluded","","NTT-Deskside Services-NorthIsland-Local","Dell LATITUDE 7420 V3"
"LD081069","HSS-1047950","J7LHVW3","VIHA-CVCHC-Comox Valley Community Health Centre","Courtenay","Main Building","Anna's Office","1","REQ1457915-RITM1538063-SCTASK2474494","","","Excluded","","NTT-Deskside Services-NorthIsland-Local","Dell LATITUDE 7440 V7"
"LD028801","HSS-8090353","8B1TQW3","VIHA-CIHN-Courtenay Integrated Health Networks","Courtenay","","5","","VIHATRP20241007-017","","","General Rounding","","NTT-Deskside Services-NorthIsland-Local","Dell LATITUDE 7440 V7"
"TD1000024","HSS-8099120","SD00R2CK","VIHA-CHC-Cumberland Health Centre-Main Building-1st Floor","Cumberland","Main Building","CNL Office","2nd","ISLHTRP20260622-089","","","General Rounding","","NTT-Deskside Services-NorthIsland-Local","LENOVO ThinkPad X1 2-in-1 Gen 10"
"AO800279","HSS-8096997","C25318M123","VIHA-CVH-Comox Valley Hospital-Main Building-2nd Floor","Courtenay","Main Building","","2","ISLHTRP20260105-064","","","Mobile Cart","","NTT-Deskside Services-NorthIsland-Staffed","TANGENT MEDIX 22B V20"
"LD035526","HSS-8025523","C1837G3","VIHA-CCA-Courtenay Cliffe Avenue","Courtenay","","","","VIHATRP20211122-002","","03/25/2024","General Rounding","","NTT-Deskside Services-NorthIsland-Local","Dell LATITUDE 7420 V3"
"LD021254","HSS-8085004","74CYCW3","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor","Courtenay","Main Building","CV1725 (Amanda DeForge Working from home)","1st Floor","VIHATRP20240101-002","","","Excluded","","NTT-Deskside Services-NorthIsland-Staffed","Dell LATITUDE 7440 V7"
"LD068976","HSS-1111237","6BMTFW3","VIHA-CHC-Cumberland Health Centre-Main Building-1st Floor","Cumberland","Cumberland Health Centre","Pharmacy Area","Main floor","REQ1734919-RITM1830877-SCTASK2948304","","","General Rounding","","NTT-Deskside Services-NorthIsland-Local","Dell LATITUDE 7450 V4"
"LD102569","HSS-1047415","6Q5TCW3","VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor","Courtenay","Main Building ","CV0620 - WFH Marietta Bippes","0","REQ1403032-RITM1480082-SCTASK2377943","","","Excluded","","NTT-Deskside Services-NorthIsland-Staffed","Dell LATITUDE 7440 V7"
"LD090415","HSS-1045244","3M56SV3","VIHA-CVNC-Comox Valley Nursing Centre-Main Building-1st Floor","Courtenay","Main Building","Reception","1","REQ1209979-RITM1274473-SCTASK2042783","","04/22/2024","General Rounding","","NTT-Deskside Services-NorthIsland-Local","DELL LATITUDE 7440 V2"
"LD067619","HSS-1046070","G3BVCW3","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor","Courtenay","Main Building","CV0325","1","REQ1271399-RITM1340518-SCTASK2145756","","","Excluded","","NTT-Deskside Services-NorthIsland-Staffed","Dell LATITUDE 7440 V7"
"LD030723-NEW","HSS-1038580","G09GMN3","VIHA-CVH-Comox Valley Hospital","Courtenay","","CV4912","4","REQ2031360-RITM2145449-SCTASK3435740","","","General Rounding","","NTT-Deskside Services-NorthIsland-Staffed","Dell LATITUDE 7420 V3"
"LD030487","HSS-8068941","1CXDLN3","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor","Courtenay","","","","VIHATRP20221121-071","","","General Rounding","","NTT-Deskside Services-NorthIsland-Staffed","Dell LATITUDE 7420 V3"
"LD040797","HSS-8072923","4MYDLN3","VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor","Courtenay","Main Building","CV0620 (Margaret England WFH)","0","VIHATRP20230313-072","","02/07/2024","Excluded","","NTT-Deskside Services-NorthIsland-Staffed","Dell LATITUDE 7420 V3"
"PC079763","HSS-1047646","715S144","VIHA-CVH-Comox Valley Hospital","Courtenay","","CV620 WFH","0","REQ1417174-RITM1495035-SCTASK2399474","","","Excluded","","NTT-Deskside Services-NorthIsland-Staffed","Dell OptiPlex Tower Plus 7020 V1"
"LD068243","HSS-1047463","CFHSCW3","VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor","Courtenay","Main Building","CV0620","0","REQ1410327-RITM1487723-SCTASK2386452","","","Excluded","","NTT-Deskside Services-NorthIsland-Staffed","Dell LATITUDE 7440 V7"
"LD073838","HSS-1043669","3XZ85X3","VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor","Courtenay","Main Building","CV0620 - WFH Cameron Styles","0","REQ1038695-RITM1092967-SCTASK1765677","","","Excluded","","NTT-Deskside Services-NorthIsland-Staffed","Dell LATITUDE 7430 V1"
"PC024483","HSS-8097446","MZ034L1Y","VIHA-CVH-Comox Valley Hospital-Main Building-2nd Floor","Courtenay","Main Building","","2","ISLHTRP20260202-001","","","General Rounding","","NTT-Deskside Services-NorthIsland-Staffed","LENOVO M90q Gen 5 Desktop 512HD"
"AO800220","HSS-8097000","C25318M282","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor","Courtenay","","","","ISLHTRP20260105-080","","","Mobile Cart","","NTT-Deskside Services-NorthIsland-Staffed","TANGENT MEDIX 22B V20"
"LD104219","HSS-1049125","7SZWVH3","VIHA-CFA-Courtenay Fitzgerald Avenue","Courtenay","Main Building","F10","1","REQ1575368-RITM1662209-SCTASK2669779","","","General Rounding","","NTT-Deskside Services-NorthIsland-Local","Dell LATITUDE 7450 V4"
"LD068513","HSS-1047959","C7LHVW3","VIHA-CVH-Comox Valley Hospital","Courtenay","","Admin","0","REQ1461315-RITM1541650-SCTASK2475076","","","Excluded","","NTT-Deskside Services-NorthIsland-Staffed","Dell LATITUDE 7440 V7"
"LD091700","HSS-1049433","HVD2WH3","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor","Courtenay","Main Building","CV1858","1","REQ1608610-RITM1697325-SCTASK2727818","","","Excluded","","NTT-Deskside Services-NorthIsland-Staffed","Dell LATITUDE 7450 V4"
"LD065273","HSS-8096998","PF5XAHH5","VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor","Courtenay","","","","ISLHTRP20260105-078","","","General Rounding","","NTT-Deskside Services-NorthIsland-Staffed","LENOVO THINKPAD T14 GEN6"
"LD068495","HSS-1047890","BKGHVW3","VIHA-CVH-Comox Valley Hospital","Courtenay","","Admin","","REQ1455280-RITM1535329-SCTASK2467361","","","General Rounding","","NTT-Deskside Services-NorthIsland-Staffed","Dell LATITUDE 7440 V7"
"LD101839","HSS-1046039","2Z1QCW3","VIHA-CVH-Comox Valley Hospital","Courtenay","CVH","Echo Department","1","REQ1263741-RITM1332311-SCTASK2135682","","","General Rounding","","NTT-Deskside Services-NorthIsland-Staffed","Dell LATITUDE 7440 V7"
"LD020948","HSS-8084633","5G2B9W3","VIHA-CCA-Courtenay Cliffe Avenue-Main Building-1st Floor","Courtenay","","107","","VIHATRP20240318-103","","","General Rounding","","NTT-Deskside Services-NorthIsland-Local","DELL LATITUDE 7440 V2"
"LD032722","HSS-8077300","1Q1Y4X3","VIHA-CHC-Cumberland Health Centre-Main Building-1st Floor","Cumberland","Main Building","Manager's Office","1","VIHATRP20230814-002","","","General Rounding","","NTT-Deskside Services-NorthIsland-Local","Dell LATITUDE 7430 V1"
"AO1000081","HSS-8097006","C25318M272","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor","Courtenay","","","","ISLHTRP20260105-086","","","Mobile Cart","","NTT-Deskside Services-NorthIsland-Staffed","TANGENT MEDIX 22B V20"
"LD101766","HSS-1045802","8ZDXCW3","VIHA-CVH-Comox Valley Hospital","Courtenay","CVH","CV0308","0","REQ1248760-RITM1316152-SCTASK2113035","","","General Rounding","","NTT-Deskside Services-NorthIsland-Staffed","Dell LATITUDE 7440 V7"
"LD105118","HSS-1111235","48JSFW3","VIHA-CVMHAS-Comox Valley Mental Health & Addiction Services-Main Building-1st Floor","Courtenay","Main Building ","2 - Float Workstation","1","REQ1723235-RITM1818628-SCTASK2926025","","","General Rounding","","NTT-Deskside Services-NorthIsland-Local","Dell LATITUDE 7450 V4"
"WT63CAGZ0D5J2","C003178","63CAGZ0D5J2","VIHA-RHARF-Ryan Hill Apartments Residential Facility-Main Building-1st Floor","Courtenay","Main Building","Shared Room","2","","","","General Rounding","","NTT-Deskside Services-NorthIsland-Local","DELL WYSE 5060 THIN CLIENT"
"LD065922TRP","HSS-8098108","PF61YZJ6","VIHA-CHU-Coastal Health Unit-Main Building-1st Floor","Courtenay","","","","ISLHTRP20260323-008","","","General Rounding","","NTT-Deskside Services-NorthIsland-Local","LENOVO THINKPAD T14 GEN6 NT FPR 2x1"
"AO000099","HSS-8096999","T25923M020","VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor","Courtenay","","","","ISLHTRP20260105-079","","","Mobile Cart","","NTT-Deskside Services-NorthIsland-Staffed","TANGENT MEDIX 24v2 32GB"
"PC030807","HSS-8087529","43S0724","VIHA-CVMHAS-Comox Valley Mental Health & Addiction Services-Main Building-1st Floor","Courtenay","","7","","VIHATRP20240610-091","","","General Rounding","","NTT-Deskside Services-NorthIsland-Local","Dell OptiPlex Micro Plus 7010 V2"
"LD057963","HSS-8097454","PF5X0WST","VIHA-CVCHC-Comox Valley Community Health Centre-Main Building","Courtenay","","","2","ISLHTRP20260202-021","","","General Rounding","","NTT-Deskside Services-NorthIsland-Local","LENOVO THINKPAD T14 GEN6"
"WT_1T4SK44","HSS-8097812","1T4SK44","VIHA-CVH-Comox Valley Hospital","Courtenay","","","","ISLHTRP20260302-114","","","","","NTT-Deskside Services-NorthIsland-Staffed","DELL OPTIPLEX 3000 THIN CLIENT V3"
"LD071406","HSS-8098856","PF61YKZJ","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor","Courtenay","","","","ISLHTRP20260518-102","","","","","NTT-Deskside Services-NorthIsland-Staffed","LENOVO THINKPAD T14 GEN6 NT FPR 2x1"
"LD107440","HSS-8076143","3RQX4X3","VIHA-CVCHC-Comox Valley Community Health Centre","Courtenay","101-1742 Cliffe Ave","Admin","3","REQ2161938-RITM2284360-SCTASK3658921","","","Excluded"," ","NTT-Deskside Services-NorthIsland-Local","Dell LATITUDE 7430 V1"
"PC036141","HSS-8068893","JQB2RN3","VIHA-CHC-Cumberland Health Centre-Main Building-1st Floor","Cumberland","Main Building","OT/PT swing office","1","VIHATRP20221121-017","","04/08/2024","General Rounding"," ","NTT-Deskside Services-NorthIsland-Local","Dell OPTIPLEX 7000 MICRO V1"
"LD090193","HSS-1040369","88Q9LN3","VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor","Courtenay","Main Building","CV0620 (WFH Sandra Munro)","0","REQ0803431-RITM0844100-SCTASK1340555","","02/07/2024","Excluded"," ","NTT-Deskside Services-NorthIsland-Staffed","Dell LATITUDE 7420 V3"
"LD024155","HSS-8020291","J501P73","VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor","Courtenay","Main Building","CV0620 (Carla Whynott WFH)","0","VIHATRP20210201-001","","02/07/2024","Excluded"," ","NTT-Deskside Services-NorthIsland-Staffed","Dell LATITUDE 7410 V1"
"LD065796","HSS-8068937","963GLN3","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor","Courtenay","Main Building","WFH - DMalecic","1","VIHATRP20221121-067","","04/18/2024","Excluded"," ","NTT-Deskside Services-NorthIsland-Staffed","Dell LATITUDE 7420 V3"
"LD062438","HSS-1039743","4VSDLN3","VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor","Courtenay","Main Building","CV0620 (Erin Bergen WFH)","0","REQ0782032-RITM0821584-SCTASK1295640","","02/07/2024","Excluded"," ","NTT-Deskside Services-NorthIsland-Staffed","Dell LATITUDE 7420 V3"
"LD033575","HSS-8066799","1BZDLN3","VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor","Courtenay","Main Building","WFH - WCollingewagner","0","VIHATRP20220926-009","","02/07/2024","Excluded"," ","NTT-Deskside Services-NorthIsland-Staffed","Dell LATITUDE 7420 V3"
"PC076445","HSS-1031095","GS3KVD3","VIHA-CVHCC-Comox Valley Home & Community Care-Main Building-1st Floor","Courtenay","Main Building","105","1","REQ0324204-RITM0339452-SCTASK0686413","","07/27/2023","General Rounding"," CVMHAS","NTT-Deskside Services-NorthIsland-Local","Dell OPTIPLEX 7080 MICRO V3"
"LD033861","HSS-8059280","9JJT5J3","VIHA-SJC-St. Joseph's Campus-Main Building-2nd Floor","Comox","Main Building","225 (JerriLyn Whitney - WFH)","2","VIHATRP20220620-006","","05/10/2023","Excluded"," Unknown","NTT-Deskside Services-NorthIsland-Local","Dell LATITUDE 7420 V3"
"LD100206","HSS-1040487","823LLN3","VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor","Courtenay","Main Building","WFH","WFH","REQ0801141-RITM0841699-SCTASK1347360","","02/07/2025","Excluded"," WFH","NTT-Deskside Services-NorthIsland-Staffed","Dell LATITUDE 7420 V3"
"PC024425","HSS-1042271","J3Q4VH3","VIHA-CVH-Comox Valley Hospital-Main Building-2nd Floor","Courtenay","Main Building","Unknown","2","REQ0862595-RITM0906383-SCTASK1516967","","","General Rounding","'-","NTT-Deskside Services-NorthIsland-Staffed","Dell OPTIPLEX 7090 MICRO V1"
"LD063841","HSS-1043197","F8VZ4X3","VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor","Courtenay","Main Building","CV0620-WFH  Ashley Schumann","0","REQ1012453-RITM1065178-SCTASK1696981","","02/07/2024","Excluded","'-","NTT-Deskside Services-NorthIsland-Staffed","Dell LATITUDE 7430 V1"
"AO800255","HSS-8097261","C25318M160","VIHA-CVH-Comox Valley Hospital-Main Building-2nd Floor","Courtenay","Main Building","3B Hallway","3","ISLHTRP20260126-009","","03/25/2026","Mobile Cart","3B","NTT-Deskside Services-NorthIsland-Staffed","TANGENT MEDIX 22B V20"
"LD029004","HSS-8085044","3WRTCW3","VIHA-SJC-St. Joseph's Campus","Comox","","WFH","","VIHATRP20240101-042","","","Excluded","Abil Mgt Consult & Accom","NTT-Deskside Services-NorthIsland-Local","Dell LATITUDE 7440 V7"
"LD035022","HSS-8095464","7V9Q774","VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor","Courtenay","Main Building","WFH","0","ISLHTRP20250908-035","","","Excluded","Abil Mgt Intk & Ret to Wrk","NTT-Deskside Services-NorthIsland-Staffed","Dell LATITUDE 7450 V4"
"LD024358","HSS-8093921","834JX64","VIHA-SJC-St. Joseph's Campus-Main Building-3rd Floor","Comox","Main Building","314","3","ISLHTRP20250616-059","","04/02/2026","General Rounding","Abil Mgt Intk & Ret to Wrk","NTT-Deskside Services-NorthIsland-Local","Dell LATITUDE 7450 V4"
"LD046122","HSS-8091079","HCXHVW3","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor","Courtenay","Main Building","CVH main lobby or IMIT room","1st Floor","VIHATRP20241104-032","","","General Rounding","Ability Mgt Intk & Ret to Work","NTT-Deskside Services-NorthIsland-Staffed","Dell LATITUDE 7440 V7"
"LD024375","HSS-8027584","84QD3J3","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor","Courtenay","Main Building","CV1506","1","VIHATRP20220321-058","","06/04/2026","General Rounding","Aboriginal Health","NTT-Deskside Services-NorthIsland-Staffed","Dell LATITUDE 7420 V3"
"LD060084","HSS-8097825","PF5X199J","VIHA-CVH-Comox Valley Hospital-Main Building-2nd Floor","Courtenay","Main Building","Laboratory","2","ISLHTRP20260302-011","","","General Rounding","ACS Lab Administration","NTT-Deskside Services-NorthIsland-Staffed","LENOVO THINKPAD T14 GEN6"
"PC041032","HSS-8090355","FVT2L44","VIHA-CCA_92-Courtenay Cliffe Avenue (#92)-Main Building-1st Floor","Courtenay","Main Building","Reception","1","VIHATRP20241007-019","","12/19/2025","General Rounding","ACT","NTT-Deskside Services-NorthIsland-Local","Dell OptiPlex Micro Plus 7020 V1"
"LD058070","HSS-8093753","C5MTFW3","VIHA-CCA_92-Courtenay Cliffe Avenue (#92)-Main Building-1st Floor","Courtenay","Main Building","Admin Lobby","Main Building","ISLHTRP20250609-001","","12/19/2025","General Rounding","ACT","NTT-Deskside Services-NorthIsland-Local","Dell LATITUDE 7450 V4"
"LD073056","HSS-8098198","PF60F1Q5","VIHA-CVH-Comox Valley Hospital-Main Building-3rd Floor","Courtenay","Main Building","Admin","3","ISLHTRP20260323-077","","","General Rounding","ACV Medical Affairs Admin","NTT-Deskside Services-NorthIsland-Staffed","LENOVO THINKPAD T14 GEN6 NT FPR 2x1"
"PC076871","HSS-8098669","MZ03D7VW","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor","Courtenay","Main Building","Medical Imaging","1","ISLHTRP20260518-087","","","General Rounding","ACV Medical Imaging Admin","NTT-Deskside Services-NorthIsland-Staffed","LENOVO P3 Tower Workstation V3"
"AO800197","HSS-8095490","C25123M140","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor","Courtenay","Main Building","CV1752 - Endoscopy","1","ISLHTRP20250908-061","","06/12/2026","Mobile Cart","Administration","NTT-Deskside Services-NorthIsland-Staffed","TANGENT MEDIX 22B V20"
"AO800290","HSS-8095487","C25207M208","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor","Courtenay","Main Building","CV1920","1st Floor","ISLHTRP20250908-058","","","Mobile Cart","Administration","NTT-Deskside Services-NorthIsland-Staffed","TANGENT MEDIX 22B V20"
"PC026054","HSS-8084603","6994X04","VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor","Courtenay","Main Building","CV0325 - Workstation13","0","VIHATRP20240318-073","","06/24/2026","General Rounding","Administration","NTT-Deskside Services-NorthIsland-Staffed","Dell OptiPlex Micro Plus 7010 V2"
"AO800227","HSS-8095979","C24223M116","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor","Courtenay","Main Building","CV1742 - OR","1","ISLHTRP20250929-009","","06/12/2026","Mobile Cart","Administration","NTT-Deskside Services-NorthIsland-Staffed","TANGENT MEDIX 22B V9"
"LD024410","HSS-8095496","5Y4P774","VIHA-CVH-Comox Valley Hospital-Main Building-2nd Floor","Courtenay","Main Building","CV2422","2","ISLHTRP20250908-067","","07/10/2026","General Rounding","Administration","NTT-Deskside Services-NorthIsland-Staffed","Dell LATITUDE 7450 V4"
"AO800253","HSS-8095471","C25207M253","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor","Courtenay","Main Building","CV1741 - OR","1","ISLHTRP20250908-042","","06/12/2026","Mobile Cart","Administration","NTT-Deskside Services-NorthIsland-Staffed","TANGENT MEDIX 22B V20"
"LD024506","HSS-8095467","34MP774","VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor","Courtenay","Main Building","CV0307 - Exclusive user: Dr. Corey Tomlinson","0","ISLHTRP20250908-038","","","General Rounding","Administration","NTT-Deskside Services-NorthIsland-Staffed","Dell LATITUDE 7450 V4"
"PC024346","HSS-8097475","MZ034L5E","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor","Courtenay","Main Building","","1st","ISLHTRP20260202-055","","","Critical Clinical","Administration","NTT-Deskside Services-NorthIsland-Staffed","LENOVO M90q Gen 5 Desktop 512HD"
"PC026053","HSS-8091356","3PJQK44","VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor","Courtenay","Main Building","CV0325 - Workstation 5","0","VIHATRP20241125-001","","03/11/2026","General Rounding","Administration","NTT-Deskside Services-NorthIsland-Staffed","Dell OptiPlex Micro Plus 7020 V1"
"AO800188","HSS-8095976","C24223M090","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor","Courtenay","Main Building","CV1782 - Cystoscopy Clinic","1","ISLHTRP20250929-006","","06/12/2026","Mobile Cart","Administration","NTT-Deskside Services-NorthIsland-Staffed","TANGENT MEDIX 22B V9"
"AO800184","HSS-8095478","C25123M176","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor","Courtenay","Main Building","CV1751 - Endoscopy","1","ISLHTRP20250908-049","","06/12/2026","Mobile Cart","Administration","NTT-Deskside Services-NorthIsland-Staffed","TANGENT MEDIX 22B V20"
"AO800218","HSS-8095470","C25123M132","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor","Courtenay","Main Building","CV1633","1","ISLHTRP20250908-041","","07/17/2026","Mobile Cart","Administration","NTT-Deskside Services-NorthIsland-Staffed","TANGENT MEDIX 22B V20"
"LD1000466","HSS-8098352","PF61M0VK","VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor","Courtenay","Main Building","Admin","0","ISLHTRP20260413-009","","","General Rounding","Administration","NTT-Deskside Services-NorthIsland-Staffed","LENOVO THINKPAD T14 GEN6 NT FPR 2x1"
"LD066512","HSS-8084607","1JY69W3","VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor","Courtenay","Main Building","CV0325 - Work station #12","0","VIHATRP20240318-077","","05/29/2025","General Rounding","Administration","NTT-Deskside Services-NorthIsland-Staffed","DELL LATITUDE 7440 V2"
"LD024372","HSS-8094709","HMSP774","VIHA-CVH-Comox Valley Hospital-Main Building-3rd Floor","Courtenay","Main Building","CV0313","0th Floor","ISLHTRP20250804-004","","03/11/2026","General Rounding","Administration","NTT-Deskside Services-NorthIsland-Staffed","Dell LATITUDE 7450 V4"
"AO800162","HSS-8095501","C25123M147","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor","Courtenay","Main Building","CV1174 - Speech Therapy","1","ISLHTRP20250908-091","","06/11/2026","Mobile Cart","Administration","NTT-Deskside Services-NorthIsland-Staffed","TANGENT MEDIX 22B V20"
"LD090250","HSS-1041014","3L23NN3","VIHA-CVH-Comox Valley Hospital-Main Building-3rd Floor","Courtenay","Main Building","CV3805","3","REQ0828330-RITM0870286-SCTASK1387384","","06/19/2026","General Rounding","Administration","NTT-Deskside Services-NorthIsland-Staffed","Dell LATITUDE 7420 V3"
